Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,
09.201.000318.2024,CCG/PARAÍBA PREVIDÊNCIA,28/06/2024,SERVIÇO DE EXTENSÃO DE GARANTIA DE SERVIDORES HP,61.797.924/0001-55 - HEWLETT-PACKARD BRASIL LTDA,"8.910,61",
25.206.000268.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,28/06/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,20.212.885/0001-08 - CURE COMERCIO ATACADISTA DE MATERIAIS MEDICOS IMPORTACAO E REPRESENTACAO LTDA,"14.655,84",
25.206.000269.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,28/06/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","19.680,00",
25.206.000271.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,28/06/2024,SERVIÇO DE DOSIMETRIA,11.187.606/0001-02 - ATEPE ASSOCIACAO TECNOLOGICA DE PERNAMBUCO,"10.521,00",
31.201.003989.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,28/06/2024,SOLICITAÇÃO DE COMPA (COPO ÁGUA E COPO CAFÉ),14.822.531/0001-74 - ALLISON FELIPE OLIVEIRA MARCOLINO ME,"11.335,00",
25.000.003526.2024,SECRETARIA DE ESTADO DA SAÚDE,01/07/2024,"AQUISIÇÃO DE MEIAS ELÁSTICAS DE ALTA COMPRESSÃO 7/8, CONFORME PRESCRIÇÃO MÉDICA ",10.852.945/0001-95 - SCD IND.E COM.DE APAR.ORTOPEDICOS LTDA-EPP,"470,00",
26.000.000432.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,01/07/2024,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PLACAS E ADESIVOS,057.616.254-07 - ANA AMÉLIA FERREIRA DOS SANTOS SILVA (PRINT EXPRESS,"45.560,00",
25.206.000281.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,02/07/2024,SERVIÇOS DE MONITORIZAÇÃO NEUROFISIOLÓGICA,03.776.916/0001-26 - WAYMED COMERCIO DE ORTESES E PROTESES LTDA,"16.500,00",
25.206.000282.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,02/07/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,09.260.831/0001-77 - ATACAMED COM.DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA,"52.326,00",
25.206.000283.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,02/07/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"51.361,18",
25.206.000284.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,02/07/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,08.674.752/0001-40 - CIRURGICA MONTEBELLO LTDA,"28.254,08",
25.206.000285.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,02/07/2024,AQUISIÇÃO DE MATERIAL DESCARTÁVEL,07.227.808/0001-55 - B.J. COMERCIO DE ALIMENTOS LTDA,"11.460,00",
20.000.000654.2024,SECRETARIA DE ESTADO DA FAZENDA,03/07/2024,"CONTRATAÇÃO DE REMANESCENTE DE SERVIÇOS TÉCNICOS ESPECIALIZADOS EM TI PARA DESENVOLVIMENTO, MANUTENÇÃO E TESTES DE SISTEMAS E APLICATIVOS WEB/MOBILE",01.645.738/0021-12 - INDRA BRASIL SOLUCOES E SERVICOS TECNOLOGICOS LTDA,"1.486.000,00",
25.000.014160.2024,SECRETARIA DE ESTADO DA SAÚDE,03/07/2024, SERV. DE EX. DE PAINEL DE MUTAÇÕES DE NEOPLASIAS MIELOIDES (SNG) DE ASPIRADO MEDULAR,06.069.729/0001-09 - MEDICA COMERCIO REPRESENTACAO E IMPORTACAO LTDA,"8.500,00",
25.000.010608.2024,SECRETARIA DE ESTADO DA SAÚDE,04/07/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,08.674.752/0001-40 - CIRURGICA MONTEBELLO LTDA,"3.193.779,74",
25.000.011587.2024,SECRETARIA DE ESTADO DA SAÚDE,04/07/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S),60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"3.515.683,44",
25.300.732024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,04/07/2024,AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR,45.357.178/0001-22 - MARIA E FERREIRA,"13.775,20",
25.000.004707.2024,SECRETARIA DE ESTADO DA SAÚDE,05/07/2024,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOME CARE ,44.634.275/0001-52 - MONTENEGRO E NAARA SERVIÇOS EM SAUDE HOME CARE LTDA,"449.730,12",
23.901.000126.2024,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,09/07/2024,AQUISIÇÃO DE APARELHOS DE AR CONDICIONADO,18.995.457/0001-49 - NOBREGA COMÉRCIO E SERVIÇO LTDA.,"57.000,00",
25.000.017571.2024,SECRETARIA DE ESTADO DA SAÚDE,09/07/2024,AQUISIÇÃO DE MEDICAMENTO,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"45.630,00",
33.000.001129.2024,SECRETARIA DE ESTADO DA CULTURA,09/07/2024,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE CONFECÇÃO, IMPRESSÃO E PRODUTOS PARA FORNECIMENTO DO KIT ALUNOS DO CURSO DE PÓS-GRADUAÇÃO LATO SENSU EM GESTÃO E PRODUÇÃO CULTURAL - TURMA I - 2024.",46.230.617/0001-02 -  UP GIFTS PERSONALIZADOS LTDA,"31.462,50",
26.000.000445.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,10/07/2024,AQUISIÇÃO DE APARELHOS CONDICIONADORES DE AR,14.745.779/0001-89 - GEANE DO AMARAL MODESTO GONCALVES ME,"48.197,40",
25.000.010105.2024,SECRETARIA DE ESTADO DA SAÚDE,11/07/2024,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE PROCEDIMENTO DE RINOPLASTIA REPARADORA,50.603.419/0001-06 - GGN SERVIÇOS DE SAUDE LTDA-ME,"38.700,00",
25.206.000286.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,15/07/2024,SERVIÇO DE MANUTENÇÃO EM EQUIPAMENTO,13.006.265/0001-49 - EUPA COMERCIO E SERVICOS LTDA - ME,"8.062,00",
25.206.000287.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,16/07/2024,AQUISIÇAO DE SONDA DE GASTROSTOMIA,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"4.800,00",
25.206.000288.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,16/07/2024,AQUISIÇÃO DE GRAMPEADOR LINEAR CORTANTE,01.835.769/0001-92 - BRAMED MATERIAL CIRÚRGICO LTDA - EPP,"2.646,00",
25.206.000289.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,16/07/2024,AQUISIÇÃO DE PINÇA BIPOLAR,11.278.315/0001-11 - PROMED MATERIAIS CIRURGICOS LTDA,"2.630,00",
25.000.014838.2024,SECRETARIA DE ESTADO DA SAÚDE,22/07/2024,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA REALIZAÇÃO DE EXAME DE SEQUENCIAMENTO COMPLETO DO EXOMA EDNA MITOCONDRIAL ,06.069.729/0001-09 - MEDICA COMERCIO REPRESENTACAO E IMPORTACAO LTDA,"4.900,00",
25.206.000292.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,24/07/2024,AQUISIÇÃO DE SONDAS DE GASTROSTOMIA,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"6.000,00",
25.206.000294.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,24/07/2024,AQUISIÇAO DE SONDA DE GASTROSTOMIA EM SILICONE,53.777.136/0001-79 - PAULO CESAR DE MENDONCA LTDA,"26.841,00",
25.206.000298.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,24/07/2024,AQUISIÇÃO DE PULSEIRA DE IDENTIFICAÇÃO TYVEK,04.798.838/0001-23 - IRANEIDE GONCALVES DE ABRANTES,"5.400,00",
25.206.000300.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,24/07/2024,AQUISIÇÃO DE MATERIAL DIVERSOS,49.605.382/0001-76 - GR COMERCIO DE ALIMENTOS LTDA,"288,00",
25.000.013742.2024,SECRETARIA DE ESTADO DA SAÚDE,25/07/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO  ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"18.599,40",
25.206.000314.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/07/2024,AQUISIÇAO DE MEDICAMENTO,52.448.000/0001-52 - NORT MED PRODUTOS HOSPITALARES LTDA,"7.650,00",
25.206.000315.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/07/2024,AQUISIÇÃO DE SONDAS DE GASTROSTOMIA,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"4.800,00",
25.206.000317.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/07/2024,AQUISIÇÃO DE MATERIAIS DIVERSOS,04.798.838/0001-23 - IRANEIDE GONCALVES DE ABRANTES,"3.579,60",
