Textbox2,NumPregão2,DataCriacao1,NumParticipantes,Orgao2,SIGLA,Modalidade2,Data de Abertura,Objeto,ClassObjeto,Razão Social,Total Adjudicado,Valor
2.500.015.055.522.020,DISPENSA DE LICITAÇÃO,21/05/2020,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO DE EQUIPAMENTOS TIPO CENTRÍFUGA PARA MICROTUBOS,21/05/2020,AQUISIÇÃO DE EQUIPAMENTOS TIPO CENTRÍFUGA PARA MICROTUBOS,Materiais e Equipamentos Hospitalares,61.012.811/0001-05 - NOVA TECNICA INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA LABORATORIO LTDA - EPP,26.7,26700
2.500.022.046.042.020,DISPENSA DE LICITAÇÃO,21/05/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PIRFENIDONA 267 MG),21/05/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PIRFENIDONA 267 MG),Compra de Medicamentos,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,241.461,241461
2.500.024.035.602.020,DISPENSA DE LICITAÇÃO,21/05/2020,3,SECRETARIA DE ESTADO DA SAÚDE,SES, EMERGENCIAL DE EQUIPAMENTOS E MATERIAIS DE INFORMÁTICA,21/05/2020, EMERGENCIAL DE EQUIPAMENTOS E MATERIAIS DE INFORMÁTICA,Contratação de serviços em geral,16.501.916/0001-65 - ELETROPEÇAS TI COMERCIAL EIRELLI - ME,18.99,18990
252.390.003.182.020,DISPENSA DE LICITAÇÃO,21/05/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,BATERIA PARA ELETROCARDIÓGRAFO,21/05/2020,BATERIA PARA ELETROCARDIÓGRAFO,Materiais e Equipamentos Hospitalares,32.311.246/0001-70 - MORIAH,3.52,3520
252.390.003.202.020,DISPENSA DE LICITAÇÃO,21/05/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,21/05/2020,MATERIAL HOSPITALAR,Materiais e Equipamentos Hospitalares,23.648.203/0001-94 - SAMED,9.55,9550
300.009.409.992.020,DISPENSA DE LICITAÇÃO,21/05/2020,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL SEDE DA 5° GERÊNCIA REGIONAL DA EDUCAÇÃO EM MONTEIRO-PB,21/05/2020,LOCAÇÃO DE IMÓVEL SEDE DA 5° GERÊNCIA REGIONAL DA EDUCAÇÃO EM MONTEIRO-PB,Locação de Imóvel,536.993.514-91 - VILSON AMBRÓSIO DE LIRA,4,4000
25.213.000187.2020R1,DISPENSA DE LICITAÇÃO,22/05/2020,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,SES,AQUISIÇÃO DE REAGENTES,,,Materiais e Equipamentos Hospitalares,,,
252.370.000.412.020,DISPENSA DE LICITAÇÃO,23/05/2020,1,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),SES,TESTE DE GASOMETRIA ARTERIAL COM GASOMETRO EM COMODATO,23/05/2020,TESTE DE GASOMETRIA ARTERIAL COM GASOMETRO EM COMODATO,Exame Hospitalar,01.274.126/0001-17 - D OXXI NORDESTE LTDA-ME,53.985,53985
252.370.000.422.020,DISPENSA DE LICITAÇÃO,23/05/2020,1,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),SES,FRANQUIA DE FOTOCOPIADORAS,23/05/2020,FRANQUIA DE FOTOCOPIADORAS,Serviços Gráficos e de Impressão,02.914.690/0001-10 - COPY LINE COMERCIO E SERVICOS LTDA,2.68,2680
222.040.008.142.020,DISPENSA DE LICITAÇÃO,26/05/2020,1,SEE,SEE, LOCAÇÃO DE UM IMÓVEL COMERCIAL ,26/05/2020, LOCAÇÃO DE UM IMÓVEL COMERCIAL ,Locação de Imóvel,251.865.824-68 - IVAN FARIAS FILHO,102,102000
250.006.055.552.020,DISPENSA DE LICITAÇÃO,26/05/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRAT. EMERG. DE EMPRESA PARA PREST. DE SERV. DE LOCAÇÃO E INSTALAÇÃO DE USINA DE GASES MEDICINAIS,26/05/2020,CONTRAT. EMERG. DE EMPRESA PARA PREST. DE SERV. DE LOCAÇÃO E INSTALAÇÃO DE USINA DE GASES MEDICINAIS,Obras e serviços de engenharia,05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA - EPP,1.209.432,1209432
252.160.006.362.020,DISPENSA DE LICITAÇÃO,26/05/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,SES,AQUISIÇÃO DE MEDICAMENTOS ESPECÍFICOS PARA ALA COVID-19,26/05/2020,AQUISIÇÃO DE MEDICAMENTOS ESPECÍFICOS PARA ALA COVID-19,Compra de Medicamentos,15.218.561/0001-39 - NNMED - DISTRIBUICAO,,
252.390.003.252.020,DISPENSA DE LICITAÇÃO,26/05/2020,2,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR HIGIENIZAÇÃO,26/05/2020,MATERIAL HOSPITALAR HIGIENIZAÇÃO,Materiais e Equipamentos Hospitalares,33.932.061/0001-46 - LEÃO SERVIÇO E COMERCIO VAREJISTA DE ELETROELETRÔNICO LTDA,6.543,6543
252.390.003.402.020,DISPENSA DE LICITAÇÃO,26/05/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,26/05/2020,AQUISIÇÃO DE MEDICAMENTOS,Compra de Medicamentos,11.260.846/0001-87 - ANBIOTON IMPORTADORA LTDA,285.42,285420
252.390.003.412.020,DISPENSA DE LICITAÇÃO,26/05/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,26/05/2020,AQUISIÇÃO DE MEDICAMENTOS,Compra de Medicamentos,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,309.133,309133
15.201.000681.2020R1,DISPENSA DE LICITAÇÃO,27/05/2020,1,INSTITUTO HOSPITALAR GENERAL EDSON RAMALHO,SES,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE TRATAMENTO DE ÁGUA.,27/05/2020,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE TRATAMENTO DE ÁGUA.,Contratação de serviços em geral,09.374.014/0001-40 - CASE SERVICOS DE LIMPEZA LTDA - ME,8.472,8472
252.160.007.612.020,DISPENSA DE LICITAÇÃO,27/05/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,SES,CONTRATAÇÃO DE SERVIÇOS DE RESTAURAÇÃO NA PINTURA DE TOMÓGRAFO ,27/05/2020,CONTRATAÇÃO DE SERVIÇOS DE RESTAURAÇÃO NA PINTURA DE TOMÓGRAFO ,Conserto e Manutenção de equipamentos,37.112.971/0001-33 - JOSÉ ALAN DA SILVA CARVALHO,13.39,13390
252.390.003.082.020,DISPENSA DE LICITAÇÃO,27/05/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,27/05/2020,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,Contratação de serviços em geral,11.426.166/0001-90 - DIAGFARMA COMÉRCIO E SERVIÇOS DE PRODUTOS HOSPITALARES E LABORATORIAIS LTDA,32.557,32557
252.390.003.272.020,DISPENSA DE LICITAÇÃO,27/05/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,27/05/2020,MATERIAL HOSPITALAR,Materiais e Equipamentos Hospitalares,08.172.474/0001-22 - NEUROSOFT DO BRASIL COM. IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS MEDICOS LTDA,12.059,12059
252.390.003.382.020,DISPENSA DE LICITAÇÃO,27/05/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,27/05/2020,AQUISIÇÃO DE MEDICAMENTOS,Compra de Medicamentos,09.182.725/0001-12 - ATIVA MEDICO CIRURGICA LTDA.,27.781,27781
252.390.003.422.020,DISPENSA DE LICITAÇÃO,27/05/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.003.452.020,DISPENSA DE LICITAÇÃO,27/05/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
270.000.019.422.020,DISPENSA DE LICITAÇÃO,27/05/2020,1,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,SEDH,CONTRATAÇÃO EMERGENCIAL - 30.000 CESTAS BÁSICAS,,,Alimentação para quentinhas e outros,,,
270.000.019.522.020,DISPENSA DE LICITAÇÃO,27/05/2020,1,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,SEDH,CONTRATAÇÃO EMERGENCIAL -30 MIL CESTAS BÁSICAS. ,27/05/2020,CONTRATAÇÃO EMERGENCIAL -30 MIL CESTAS BÁSICAS. ,Alimentação,21.391.428/0001-82 - COROA COMERCIO E FRACIONAMENTO DE CEREAIS LTDA EPP,1.468.500,1468500
310.000.008.802.020,DISPENSA DE LICITAÇÃO,27/05/2020,1,SECRETARIA DE ESTADO DA INFRAESTRUTURA,SEINFRA,,,,nan,,,
252.160.007.092.020,DISPENSA DE LICITAÇÃO,28/05/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,SES,AQUISIÇÃO DE MATERIAL ESPECÍFICO PARA A ALA COVID-19 TRAUMA CG,,,Materiais e Equipamentos Hospitalares,,,
252.290.001.432.020,DISPENSA DE LICITAÇÃO,29/05/2020,1,SES/HOSPITAL REGIONAL WENCESLAU LOPES - PIANCO,SES,CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS LABORATORIAIS NA UPA 24 HORAS  PRINCESA ISABEL/PB.,,,Contratação de serviços em geral,,,
252.290.001.442.020,DISPENSA DE LICITAÇÃO,29/05/2020,1,SES/HOSPITAL REGIONAL WENCESLAU LOPES - PIANCO,SES,SERVIÇO DE FORNECIMENTO DE REFEIÇÕES COMPLETAS PARA UPA 24 HORAS PRINCESA ISABEL/PB.,,,Alimentação Hospitalar,,,
25.239.000273.2020R1,DISPENSA DE LICITAÇÃO,29/05/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,,,Contratação de serviços em geral,,,
252.390.003.512.020,DISPENSA DE LICITAÇÃO,29/05/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,,,Compra de Medicamentos,,,
252.390.003.522.020,DISPENSA DE LICITAÇÃO,29/05/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,,,Compra de Medicamentos,,,
250.006.055.402.020,DISPENSA DE LICITAÇÃO,1/6/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (ELTROBOMPAG OLAMINA 25MG E 50MG),,,Compra de Medicamentos,,,
250.006.055.412.020,DISPENSA DE LICITAÇÃO,1/6/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ENOXAPARINA SÓDICA 80MG/8ML) ,,,Compra de Medicamentos,,,
250.008.055.392.020,DISPENSA DE LICITAÇÃO,1/6/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PANCREATINA 25.000 UI) ,,,Compra de Medicamentos,,,
252.100.000.132.020,DISPENSA DE LICITAÇÃO,1/6/2020,1,SES/HOSPITAL REGIONAL DE PATOS,SES,AQUISIÇÃO DE GASES MEDICINAIS,,,Materiais e Equipamentos Hospitalares,,,
252.100.000.142.020,DISPENSA DE LICITAÇÃO,1/6/2020,1,SES/HOSPITAL REGIONAL DE PATOS,SES,SERVIÇO DE DIAGNOSTICO POR IMAGEM,,,Exame Hospitalar,,,
25.239.000349.2020R3,DISPENSA DE LICITAÇÃO,1/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.003.602.020,DISPENSA DE LICITAÇÃO,1/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.003.612.020,DISPENSA DE LICITAÇÃO,1/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,,,Compra de Medicamentos,,,
262.010.055.662.020,DISPENSA DE LICITAÇÃO,1/6/2020,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,DETRAN,AQUISIÇÃO DE 300 (TREZENTOS) PROTETORES EM ACRÍLICO PARA OS GUICHÊS DE ATENDIMENTO,,,Materiais de Expediente,,,
300.004.232.342.020,DISPENSA DE LICITAÇÃO,1/6/2020,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM REMIGÍO,,,Locação de Imóvel,,,
252.390.003.642.020,DISPENSA DE LICITAÇÃO,2/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.003.682.020,DISPENSA DE LICITAÇÃO,2/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,,,Compra de Medicamentos,,,
252.390.003.752.020,DISPENSA DE LICITAÇÃO,2/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,2/6/2020,AQUISIÇÃO DE MEDICAMENTOS,Compra de Medicamentos,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,5.749,5749
252.390.003.762.020,DISPENSA DE LICITAÇÃO,2/6/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,,,Compra de Medicamentos,,,
300.000.516.362.020,DISPENSA DE LICITAÇÃO,2/6/2020,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL SEDE DA SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,,,Locação de Imóvel,,,
300.004.197.842.020,DISPENSA DE LICITAÇÃO,2/6/2020,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL DE ÁGUA BRANCA,,,Locação de Imóvel,,,
300.004.302.492.020,DISPENSA DE LICITAÇÃO,2/6/2020,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL ALMOXARIFADO DO NÚCLEO DE SERVIÇOS GERAIS E ARQUIVOS DOCUMENTAIS (NSGAD),,,Locação de Imóvel,,,
2.500.015.046.022.020,DISPENSA DE LICITAÇÃO,3/6/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,EMERGENCIAL DE EMPRESA PARA MANUTENÇÃO E ADEQUAÇÃO DAS NOVAS INSTALAÇÕES FÍSICAS DO,,,Contratação de serviços em geral,,,
250.004.055.692.020,DISPENSA DE LICITAÇÃO,3/6/2020,3,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MATERIAIS MÉDICOS,,,Materiais e Equipamentos Hospitalares,,,
25.203.000533.2020R2,DISPENSA DE LICITAÇÃO,3/6/2020,1,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,SES,CONTRATAÇÃO DE EMPRESA PARA REALIZAR SERVIÇO DE ESTERILIZAÇÃO À BAIXA TEMPERATURA,,,Contratação de serviços em geral,,,
222.010.005.202.020,DISPENSA DE LICITAÇÃO,4/6/2020,1,SEC,SEC,SERVIÇO DE TERCEIRIO PESSOA JURÍDICA,,,Contratação de serviços em geral,,,
252.390.003.122.020,DISPENSA DE LICITAÇÃO,4/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,,,Contratação de serviços em geral,,,
252.390.003.132.020,DISPENSA DE LICITAÇÃO,4/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,,,Contratação de serviços em geral,,,
252.390.003.822.020,DISPENSA DE LICITAÇÃO,4/6/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,,,Compra de Medicamentos,,,
252.390.003.842.020,DISPENSA DE LICITAÇÃO,4/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,,,Compra de Medicamentos,,,
252.390.003.882.020,DISPENSA DE LICITAÇÃO,4/6/2020,2,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,,,Compra de Medicamentos,,,
252.390.003.932.020,DISPENSA DE LICITAÇÃO,4/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,4/6/2020,AQUISIÇÃO DE MEDICAMENTOS,Compra de Medicamentos,11.260.846/0001-87 - ANBIOTON IMPORTADORA LTDA,676,676
252.390.003.962.020,DISPENSA DE LICITAÇÃO,4/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.003.972.020,DISPENSA DE LICITAÇÃO,4/6/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,4/6/2020,MATERIAL HOSPITALAR,Materiais e Equipamentos Hospitalares,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,28.569,28569
252.390.003.982.020,DISPENSA DE LICITAÇÃO,4/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.003.992.020,DISPENSA DE LICITAÇÃO,4/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.004.002.020,DISPENSA DE LICITAÇÃO,4/6/2020,2,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,4/6/2020,MATERIAL HOSPITALAR,Materiais e Equipamentos Hospitalares,11.449.180/0001-00 - DPROSMED - DISTRIBUIDORA DE PRODUTOS MEDICO HOSPITALARES LTDA,8.535,8535
252.390.003.802.020,DISPENSA DE LICITAÇÃO,5/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,,,Contratação de serviços em geral,,,
252.390.004.022.020,DISPENSA DE LICITAÇÃO,5/6/2020,2,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.004.062.020,DISPENSA DE LICITAÇÃO,5/6/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.004.082.020,DISPENSA DE LICITAÇÃO,5/6/2020,2,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.004.092.020,DISPENSA DE LICITAÇÃO,5/6/2020,2,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
250.008.055.402.020,DISPENSA DE LICITAÇÃO,8/6/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,Compra de Medicamentos,,,
2.521.342.220.202.020,DISPENSA DE LICITAÇÃO,8/6/2020,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,SES,COMPRA  DE MEDICAMENTOS PARA ALA COVID 19,,,Compra de Medicamentos,,,
300.004.157.972.020,DISPENSA DE LICITAÇÃO,8/6/2020,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL SEDE DO CONSELHO ESTADUAL DE SAÚDE,,,Locação de Imóvel,,,
2.500.018.055.162.020,DISPENSA DE LICITAÇÃO,9/6/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
2.500.018.055.182.020,DISPENSA DE LICITAÇÃO,9/6/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (VEDOLIZUMABE 300MG),,,Compra de Medicamentos,,,
2.500.021.055.842.020,DISPENSA DE LICITAÇÃO,9/6/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DULAGLUTIDA 1,,,Compra de Medicamentos,,,
2.500.026.055.042.020,DISPENSA DE LICITAÇÃO,9/6/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,,,Contratação de serviços em geral,,,
270.000.020.712.020,DISPENSA DE LICITAÇÃO,9/6/2020,1,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,SEDH,CONTRATAÇÃO EMERGENCIAL DE CESTAS BÁSICAS. ,,,Alimentação,,,
250.002.065.652.020,DISPENSA DE LICITAÇÃO,10/6/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,EMERGENCIAL DE KIT PARA A DETERMINAÇÃO QUATITATIVA DE SARS-COV-2 S1/S2-IGG,,,Materiais e Equipamentos Hospitalares,,,
2.500.023.045.282.020,DISPENSA DE LICITAÇÃO,10/6/2020,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE FRALDAS DESCARTÁVEIS GERIÁTRICAS,,,Materiais e Equipamentos Hospitalares,,,
250.008.055.802.020,DISPENSA DE LICITAÇÃO,10/6/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,EMERGENCIAL DE MEDICAMENTOS (OMALIZUMABE 150MG),,,Compra de Medicamentos,,,
252.390.004.122.020,DISPENSA DE LICITAÇÃO,10/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.004.132.020,DISPENSA DE LICITAÇÃO,10/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.004.172.020,DISPENSA DE LICITAÇÃO,10/6/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,MATERIAL HOSPITALAR,,,Materiais e Equipamentos Hospitalares,,,
252.390.004.182.020,DISPENSA DE LICITAÇÃO,11/6/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE COMPUTADORES,,,Materiais e Equipamentos Hospitalares,,,
2.500.021.055.372.020,DISPENSA DE LICITAÇÃO,12/6/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,Compra de Medicamentos,,,
300.004.351.352.020,DISPENSA DE LICITAÇÃO,12/6/2020,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL 8ª GERÊNCIA REGIONAL DE SAÚDE,12/6/2020,LOCAÇÃO DE IMÓVEL 8ª GERÊNCIA REGIONAL DE SAÚDE,Locação de Imóvel,006.524.074-04 - LAETE DE FIGUEIREDO FREITAS,18.72,18720
150.000.005.012.020,DISPENSA DE LICITAÇÃO,15/06/2020,1,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,PMPB,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO E INSTALAÇÃO DE FORRO PVC PARA O 3º PAVIMENTO DO QCG DA PMPB,15/06/2020,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO E INSTALAÇÃO DE FORRO PVC PARA O 3º PAVIMENTO DO QCG DA PMPB,Obras e serviços de engenharia,30.744.509/0001-00 - SIM SERVICOS,,
240.000.023.872.020,DISPENSA DE LICITAÇÃO,15/06/2020,1,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA,SEADP,NOTEBOOKS,15/06/2020,NOTEBOOKS,Compra de material permanente,18.296.153/0001-93 - R1 COMÉRCIOS E SERVIÇOS EM INFORMÁTICA EIRELI-ME,197.78,197780
25.000.2505509.2020R3,DISPENSA DE LICITAÇÃO,15/06/2020,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERG DE MED (DAPAGLIFOZINA DE 5MG E DE 10MG COMBINADA COM METFORMINA 1000MG) ,15/06/2020,AQUISIÇÃO EMERG DE MED (DAPAGLIFOZINA DE 5MG E DE 10MG COMBINADA COM METFORMINA 1000MG) ,Compra de Medicamentos,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,1.042,1042
252.390.004.202.020,DISPENSA DE LICITAÇÃO,15/06/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,SES,AQUISIÇÃO DE MEDICAMENTOS,15/06/2020,AQUISIÇÃO DE MEDICAMENTOS,Compra de Medicamentos,03.817.043/0001-52 - PHARMAPLUS  LTDA,81,81
