Textbox2,NumPregão2,DataCriacao1,NumParticipantes,Orgao2,Modalidade2,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,Valor
252.390.005.422.020,DISPENSA DE LICITAÇÃO,13/07/2020,5,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL HOSPITALAR,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,13/07/2020,MATERIAL HOSPITALAR,19.125.796/0001-37 - NORDMARKET COMERCIO DE PRODUTOS HOSPITALARES LTDA,11.679,11679
252.390.005.502.020,DISPENSA DE LICITAÇÃO,13/07/2020,5,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL HOSPITALAR,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,13/07/2020,MATERIAL HOSPITALAR,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,54.176,54176
252.390.005.512.020,DISPENSA DE LICITAÇÃO,13/07/2020,2,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,13/07/2020,AQUISIÇÃO DE MEDICAMENTOS,15.218.561/0001-39 - NNMED - DISTRIBUICAO,,
252.390.005.522.020,DISPENSA DE LICITAÇÃO,13/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,13/07/2020,AQUISIÇÃO DE MEDICAMENTOS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,1.36,1360
252.390.005.532.020,DISPENSA DE LICITAÇÃO,13/07/2020,4,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,13/07/2020,AQUISIÇÃO DE MEDICAMENTOS,12.882.932/0001-94 - EXOMED REPRESENTACAO DE MEDICAMENTOS LTDA,3.076,3076
252.390.005.542.020,DISPENSA DE LICITAÇÃO,13/07/2020,2,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,13/07/2020,AQUISIÇÃO DE MEDICAMENTOS,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,532,532
252.390.005.552.020,DISPENSA DE LICITAÇÃO,13/07/2020,2,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,13/07/2020,AQUISIÇÃO DE MEDICAMENTOS,15.218.561/0001-39 - NNMED - DISTRIBUICAO,,
252.390.005.572.020,DISPENSA DE LICITAÇÃO,13/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,13/07/2020,AQUISIÇÃO DE MEDICAMENTOS,11.260.846/0001-87 - ANBIOTON IMPORTADORA LTDA,999,999
252.390.005.592.020,DISPENSA DE LICITAÇÃO,13/07/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL HOSPITALAR,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,13/07/2020,MATERIAL HOSPITALAR,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,60.71,60710
262.010.060.722.020,DISPENSA DE LICITAÇÃO,13/07/2020,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,AQUISIÇÃO DE LUVAS PARA PROCEDIMENTO NÃO CIRÚRGICO,,,,,,
150.000.005.042.020,DISPENSA DE LICITAÇÃO,14/07/2020,1,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,REFORMA DAS SALAS DA COORDENAÇÃO ESTADUAL DO PROERD E DA DIVEC DA POLÍCIA MILITAR DA PARAÍBA,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,14/07/2020,REFORMA DAS SALAS DA COORDENAÇÃO ESTADUAL DO PROERD E DA DIVEC DA POLÍCIA MILITAR DA PARAÍBA,29.287.959/0001-31 - PSP PROTENSÃO E SERVIÇOS DE ENGENHARIA ESTRUTURAL LTDA,31.999,31999
150.000.005.062.020,DISPENSA DE LICITAÇÃO,14/07/2020,1,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,RECUPERAÇÃO DO TELHADO,,,,,,
2.500.026.055.152.020,DISPENSA DE LICITAÇÃO,14/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DIVALPROATO DE SÓDIO 500MG) ,SECRETARIA DE ESTADO DA SAÚDE,14/07/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DIVALPROATO DE SÓDIO 500MG) ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,3.06,3060
252.130.004.692.020,DISPENSA DE LICITAÇÃO,14/07/2020,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,AQUISIÇÃO DE TESTES PARA GASOMETRIA PARA ALA COVID-19,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,14/07/2020,AQUISIÇÃO DE TESTES PARA GASOMETRIA PARA ALA COVID-19,05.731.550/0001-02 - WEBMED SOLUÇÕES EM SAÚDE EIRELI,27.6,27600
252.160.006.652.020,DISPENSA DE LICITAÇÃO,14/07/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,14/07/2020,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO,23.708.247/0001-62 - MAIOR CLEAN COMERCIO VAREJISTA DE INSTRUMENTOS CIRURGICOS EIRELI - ME,29.23,29230
252.160.008.212.020,DISPENSA DE LICITAÇÃO,14/07/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,14/07/2020,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,30.851.868/0001-66 - VALDENOR DE ABREU CAVALCANTI EIRELI ME,6.866,6866
252.290.001.932.020,DISPENSA DE LICITAÇÃO,14/07/2020,1,SES/HOSPITAL REGIONAL WENCESLAU LOPES - PIANCO,ADEQUAÇÕES FÍSICAS NOS REPOUSOS DE ISOLAMENTO DE EQUIPE MULTRIPROFISSIONAL COVID-19.,,,,,,
252.390.005.632.020,DISPENSA DE LICITAÇÃO,14/07/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,14/07/2020,AQUISIÇÃO DE MEDICAMENTOS,15.218.561/0001-39 - NNMED - DISTRIBUICAO,,
252.390.005.652.020,DISPENSA DE LICITAÇÃO,14/07/2020,4,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,14/07/2020,AQUISIÇÃO DE MEDICAMENTOS,03.817.043/0001-52 - PHARMAPLUS  LTDA,10.551,10551
252.390.005.672.020,DISPENSA DE LICITAÇÃO,14/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,14/07/2020,AQUISIÇÃO DE MEDICAMENTOS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,93.5,93500
252.390.005.682.020,DISPENSA DE LICITAÇÃO,14/07/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL HOSPITALAR,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,14/07/2020,MATERIAL HOSPITALAR,33.932.061/0001-46 - LEÃO SERVIÇO E COMERCIO VAREJISTA DE ELETROELETRÔNICO LTDA,32.089,32089
252.390.005.702.020,DISPENSA DE LICITAÇÃO,14/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL MANUTEÇÃO,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,14/07/2020,MATERIAL MANUTEÇÃO,33.932.061/0001-46 - LEÃO SERVIÇO E COMERCIO VAREJISTA DE ELETROELETRÔNICO LTDA,3.074,3074
252.390.005.762.020,DISPENSA DE LICITAÇÃO,14/07/2020,2,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL HOSPITALAR,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,14/07/2020,MATERIAL HOSPITALAR,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,10.854,10854
252.160.006.612.020,DISPENSA DE LICITAÇÃO,15/07/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MATERIAL DE MÉDICO HOSPITALAR (SONDA DE ASPIRAÇÃO TRAQUEAL),,,,,,
252.060.002.982.020,DISPENSA DE LICITAÇÃO,16/07/2020,4,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,AQUISIÇÃO DE MEDICAMENTOS ANTIMICROBIANOS,,,,,,
252.130.005.392.020,DISPENSA DE LICITAÇÃO,16/07/2020,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,AQUISIÇÃO DE MATERIAL DE MANUTENÇÃO PARA ALA COVID-19,,,,,,
252.380.000.232.020,DISPENSA DE LICITAÇÃO,16/07/2020,2,SES/HOSPITAL GERAL DE MAMANGUAPE,AQUISIÇÃO DE MATERIAIS DESCARTÁVEIS,,,,,,
252.390.005.782.020,DISPENSA DE LICITAÇÃO,16/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,PRODUTOS PADARIA,,,,,,
252.390.005.832.020,DISPENSA DE LICITAÇÃO,16/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,PRODUTOS PROTEÍNAS,,,,,,
252.390.005.852.020,DISPENSA DE LICITAÇÃO,16/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL MANUTEÇÃO,,,,,,
252.390.005.892.020,DISPENSA DE LICITAÇÃO,17/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL HOSPITALAR,,,,,,
222.040.037.812.020,DISPENSA DE LICITAÇÃO,20/07/2020,1,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,AQUISIÇÃO DE  MÁSCARA DE TECIDO REUTILIZÁVEL,,,,,,
2.500.025.055.082.020,DISPENSA DE LICITAÇÃO,20/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,,,,
250.009.065.272.020,DISPENSA DE LICITAÇÃO,20/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (LENALIDOMIDA 25MG) ,,,,,,
252.050.010.532.020,DISPENSA DE LICITAÇÃO,20/07/2020,1,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,AQUISIÇÃO DE MATERIAL MÉDICO PARA ENFRENTAMENTO AO COVID 19,,,,,,
252.130.004.662.020,DISPENSA DE LICITAÇÃO,20/07/2020,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,AQUISIÇÃO DE MEDICAMENTOS PARA ALA COVID-19,,,,,,
252.390.005.972.020,DISPENSA DE LICITAÇÃO,20/07/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL HOSPITALAR,,,,,,
252.390.005.982.020,DISPENSA DE LICITAÇÃO,20/07/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL HOSPITALAR,,,,,,
252.390.005.992.020,DISPENSA DE LICITAÇÃO,20/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL HOSPITALAR,,,,,,
262.010.061.732.020,DISPENSA DE LICITAÇÃO,20/07/2020,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO E INSTALAÇÃO DE PAINÉIS PROTETORES EM LONA PVC,,,,,,
2.500.026.065.662.020,DISPENSA DE LICITAÇÃO,21/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE 02 (DOIS) FREEZERS VERTICAIS ,SECRETARIA DE ESTADO DA SAÚDE,21/07/2020,AQUISIÇÃO EMERGENCIAL DE 02 (DOIS) FREEZERS VERTICAIS ,78.589.504/0001-86 - INDREL INDUSTRIA DE REFRIGERACAO LONDRINENSE LTDA,60,60000
252.390.005.612.020,DISPENSA DE LICITAÇÃO,21/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,,,,,,
150.000.005.052.020,DISPENSA DE LICITAÇÃO,22/07/2020,1,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,REFORMA DA SALA DO SETOR DE SUPRIMENTOS E MANUTENÇÃO DE COMUNICAÇÃO DA DAL DA PMPB,,,,,,
2.500.016.065.392.020,DISPENSA DE LICITAÇÃO,22/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,,,,
2.500.018.055.172.020,DISPENSA DE LICITAÇÃO,22/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA ASPART) ,,,,,,
252.160.011.222.020,DISPENSA DE LICITAÇÃO,22/07/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MATERIAL HOSPITALAR DESTINADA AO COMBATE AO COVID-19,,,,,,
250.004.055.712.020,DISPENSA DE LICITAÇÃO,23/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,EMERGENCIAL DE MEDICAMENTO (VENETOCLAX 100MG) ,,,,,,
250.009.065.262.020,DISPENSA DE LICITAÇÃO,23/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (LIRAGLUTIDA),,,,,,
252.130.004.902.020,DISPENSA DE LICITAÇÃO,23/07/2020,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA ALA COVID-19,,,,,,
252.130.005.312.020,DISPENSA DE LICITAÇÃO,23/07/2020,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO PARA ALA COVID-19,,,,,,
252.160.009.382.020,DISPENSA DE LICITAÇÃO,23/07/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO DESTINADA AO COMBATE AO COVID-19,,,,,,
252.160.009.392.020,DISPENSA DE LICITAÇÃO,23/07/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO DESTINADA AO COMBATE AO COVID-19,,,,,,
252.390.006.022.020,DISPENSA DE LICITAÇÃO,23/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE EPIS´S ,,,,,,
252.390.006.072.020,DISPENSA DE LICITAÇÃO,23/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,EPC PARA MANUTENÇÃO,,,,,,
252.390.006.082.020,DISPENSA DE LICITAÇÃO,23/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,,,,,,
250.008.065.762.020,DISPENSA DE LICITAÇÃO,24/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,EMERGENCIAL DE MEDICAMENTOS (GABAPENTINA 300MG E 400MG),,,,,,
252.160.008.222.020,DISPENSA DE LICITAÇÃO,24/07/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MATERIAL MEDICO  ESPECIAL,,,,,,
252.160.008.972.020,DISPENSA DE LICITAÇÃO,24/07/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR,,,,,,
252.160.011.862.020,DISPENSA DE LICITAÇÃO,24/07/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MEDICAMENTO,,,,,,
252.390.006.152.020,DISPENSA DE LICITAÇÃO,24/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL HOSPITALAR OPME,,,,,,
152.010.010.052.020,DISPENSA DE LICITAÇÃO,27/07/2020,1,INSTITUTO HOSPITALAR GENERAL EDSON RAMALHO,MANUTENÇÃO EM VEÍCULOS (FORNECIMENTO DE PEÇAS E ACESSÓRIOS ORIGINAIS),INSTITUTO HOSPITALAR GENERAL EDSON RAMALHO,27/07/2020,MANUTENÇÃO EM VEÍCULOS (FORNECIMENTO DE PEÇAS E ACESSÓRIOS ORIGINAIS),34.906.554/0001-74 - JOSÉ IVAN DE ARAÚJO,10.11,10110
2.500.013.075.072.020,DISPENSA DE LICITAÇÃO,27/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
252.100.001.122.020,DISPENSA DE LICITAÇÃO,27/07/2020,1,SES/HOSPITAL REGIONAL DE PATOS,SERVIÇO DE GASOMETRIA,,,,,,
252.390.006.192.020,DISPENSA DE LICITAÇÃO,27/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,MATERIAL MANUTENÇÃO ENGENHARIA,,,,,,
300.000.554.372.020,DISPENSA DE LICITAÇÃO,27/07/2020,1,ENCARGOS GERAIS DO ESTADO,LOCAÇÃO DE IMÓVEL DESTACAMENTO DA POLÍCIA MILITAR EM NOVA FLORESTA,,,,,,
222.040.011.812.020,DISPENSA DE LICITAÇÃO,28/07/2020,1,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,PRESTAÇÃO DE SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,,,,,,
250.009.065.302.020,DISPENSA DE LICITAÇÃO,28/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
252.160.007.622.020,DISPENSA DE LICITAÇÃO,28/07/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MATERIAL HOSPITALAR DESTINADA AO COMBATE AO COVID-19,,,,,,
252.160.010.812.020,DISPENSA DE LICITAÇÃO,28/07/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR ,,,,,,
252.390.006.202.020,DISPENSA DE LICITAÇÃO,28/07/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,,,,,,
252.390.006.212.020,DISPENSA DE LICITAÇÃO,28/07/2020,2,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,,,,,,
252.390.006.222.020,DISPENSA DE LICITAÇÃO,28/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,,,,,,
252.390.006.232.020,DISPENSA DE LICITAÇÃO,28/07/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,,,,,,
252.390.006.242.020,DISPENSA DE LICITAÇÃO,28/07/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,,,,,,
252.390.006.252.020,DISPENSA DE LICITAÇÃO,28/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,,,,,,
252.390.006.262.020,DISPENSA DE LICITAÇÃO,28/07/2020,3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,,,,,,
252.390.006.272.020,DISPENSA DE LICITAÇÃO,28/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,,,,,,
252.390.006.282.020,DISPENSA DE LICITAÇÃO,28/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,,,,,,
300.004.158.012.020,DISPENSA DE LICITAÇÃO,28/07/2020,1,ENCARGOS GERAIS DO ESTADO,LOCAÇÃO DE IMÓVEL NÚCLEO DE ENTOMOLOGIA E PESQUISA OPERACIONAL ,,,,,,
92.020.001.672.020,DISPENSA DE LICITAÇÃO,29/07/2020,1,CCG/AGÊNCIA DE REGULAÇÃO DO ESTADO DA PARAÍBA,CONTRATAR SERVIÇOS MANUTENÇÃO PREVENTIVA E CORRETIVA EM APARELHOS DE AR CONDICIONADO.,,,,,,
252.050.010.572.020,DISPENSA DE LICITAÇÃO,29/07/2020,3,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS NÃO PERECÍVEIS ,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,29/07/2020,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS NÃO PERECÍVEIS ,04.462.687/0001-38 - CHRISTIANNY MAROJA,312.84,312840
252.130.005.862.020,DISPENSA DE LICITAÇÃO,29/07/2020,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO PARA ALA COVID-19,,,,,,
252.130.006.332.020,DISPENSA DE LICITAÇÃO,29/07/2020,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO PARA ALA COVID-19,,,,,,
252.130.006.342.020,DISPENSA DE LICITAÇÃO,29/07/2020,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,AQUISIÇÃO DE SACOS PLÁSTICOS PARA ALA COVID-19,,,,,,
2.500.013.075.112.020,DISPENSA DE LICITAÇÃO,30/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (HIDROXIUREIA 500 MG) ,,,,,,
252.380.000.282.020,DISPENSA DE LICITAÇÃO,30/07/2020,1,SES/HOSPITAL GERAL DE MAMANGUAPE,AQUISIÇÃO DE POLPA DE FRUTAS,,,,,,
252.390.006.322.020,DISPENSA DE LICITAÇÃO,30/07/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE CABOS DE ECG,,,,,,
190.001.038.062.020,DISPENSA DE LICITAÇÃO,31/07/2020,1,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO,SANITIZAÇÃO PREDIAL E VEICULAR,,,,,,
2.500.013.075.062.020,DISPENSA DE LICITAÇÃO,31/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DUPILUMABE 300 MG),SECRETARIA DE ESTADO DA SAÚDE,31/07/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DUPILUMABE 300 MG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,84.341,84341
2.500.015.075.692.020,DISPENSA DE LICITAÇÃO,31/07/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (TERIPARATIDA 250MCG/ML)/ML),,,,,,
252.380.000.302.020,DISPENSA DE LICITAÇÃO,31/07/2020,1,SES/HOSPITAL GERAL DE MAMANGUAPE,SERVIÇO DE DESINSETIZAÇÃO,,,,,,
220.001.400.402.020,DISPENSA DE LICITAÇÃO,3/8/2020,1,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,AQUISIÇÃO DE TERMINAIS DE CONTROLE DE ACESSO ATRAVÉS DE RECONHECIMENTO FACIAL - COMBATE COVID-19,,,,,,
252.050.010.592.020,DISPENSA DE LICITAÇÃO,3/8/2020,3,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,AQUISIÇÃO DE MATERIAL DE HIGIÊNE E LIMPEZA ,,,,,,
252.160.011.232.020,DISPENSA DE LICITAÇÃO,3/8/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR DESTINADA AO COMBATE AO COVID-19,,,,,,
252.390.006.352.020,DISPENSA DE LICITAÇÃO,3/8/2020,1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,AQUISIÇÃO DE MEDICAMENTOS,,,,,,
2.500.017.075.162.020,DISPENSA DE LICITAÇÃO,4/8/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DAPAGLIFLOZINA 10MG) ,,,,,,
2.500.023.075.042.020,DISPENSA DE LICITAÇÃO,4/8/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DULAGLUTIDA 1,,,,,,
250.009.075.842.020,DISPENSA DE LICITAÇÃO,4/8/2020,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PENICILAMINA 250MG),,,,,,
252.160.008.552.020,DISPENSA DE LICITAÇÃO,4/8/2020,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR ,,,,,,
