id,Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,Valor_transformado,month,year,year_month,Siglas,ClasseObj,CagGasto
1142,25.000.2508525.2020,SECRETARIA DE ESTADO DA SAÚDE,9/9/2020,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (TIOTRÓPIO BROMETO 2,5MCG) ",09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"1.564.430,00",1564430,Sep,2020,2020-09,SES,Compra de Medicamentos,Acima de 150mil
1143,25.000.2808518.2020,SECRETARIA DE ESTADO DA SAÚDE,9/9/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (RITUXIMABE 10MG/10ML E RITUXIMABE 10MG/50ML),11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"1.134.778,00",1134778,Sep,2020,2020-09,SES,Compra de Medicamentos,Acima de 150mil
1144,25.216.001530.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,9/9/2020,CONTRATAÇÃO DE SERVIÇO DE LOCAÇÃO DE ULTRASSONOGRAFIA DESTINADA AO COMBATE AO COVID-19,10.734.681/0001-75 - SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA - EPP,"27.000,00",27000,Sep,2020,2020-09,SES,Contratação de serviços em geral,Abaixo de 50 mil
1145,25.216.001615.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,9/9/2020,AQUISIÇÃO DE MATERIAL DESCARTÁVEL DESTINADA AO COMBATE AO COVID-19,23.708.247/0001-62 - MAIOR CLEAN COMERCIO VAREJISTA DE INSTRUMENTOS CIRURGICOS EIRELI - ME,"14.442,80",14442.8,Sep,2020,2020-09,SES,Materiais de Expediente,Abaixo de 50 mil
1146,25.239.000734.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,9/9/2020,MATERIAL DE EXPEDIENTE,32.194.799/0001-90 - PRINTEX SERVIÇOS,"17.500,00",17500,Sep,2020,2020-09,SES,Materiais de Expediente,Abaixo de 50 mil
1147,25.239.000735.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,9/9/2020,AQUISIÇÃO DE MEDICAMENTOS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"11.700,00",11700,Sep,2020,2020-09,SES,Compra de Medicamentos,Abaixo de 50 mil
1148,30.000.038133.2020,ENCARGOS GERAIS DO ESTADO,9/9/2020,LOCAÇÃO DE IMÓVEL CENTRAL DE ABASTECIMENTO FARMACÊUTICA - CAF,24.378.726/0001-20 - ORION ADMINISTRADORA DE BENS IMOVEIS LTDA,"92.400,00",92400,Sep,2020,2020-09,EGE,Locação de Imóvel,Entre 50mil e 100mil
1149,25.239.000739.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,10/9/2020,AQUISIÇÃO DE SENSORES PARA MONITOR MULTIPARAMÉTRICO,32.311.246/0001-70 - MORIAH,"25.500,00",25500,Sep,2020,2020-09,SES,Material e Equipamentos Hospitalares,Abaixo de 50 mil
1150,25.239.000743.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,10/9/2020,MATERIAL HOSPITALAR,02.975.570/0001-22 - DIET FOOD NUTRIÇÃO LTDA,"5.536,00",5536,Sep,2020,2020-09,SES,Material e Equipamentos Hospitalares,Abaixo de 50 mil
1151,25.239.000744.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,10/9/2020,MATERIAL HOSPITALAR OPME,06.204.103/0001-50 - R S DOS SANTOS,"12.554,00",12554,Sep,2020,2020-09,SES,Material e Equipamentos Hospitalares,Abaixo de 50 mil
1152,25.239.000745.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,10/9/2020,MATERIAL HOSPITALAR OPME,06.204.103/0001-50 - R S DOS COMERCIO EIRELLI,"14.018,27",14018.27,Sep,2020,2020-09,SES,Material e Equipamentos Hospitalares,Abaixo de 50 mil
1153,19.000.269518.2020,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO,11/9/2020,AQUISIÇÃO DE BARREIRAS ACRÍLICAS,23.660.841/0001-20 - G&A SERVICOS DE IMPRESSAO EIRELI,"19.800,00",19800,Sep,2020,2020-09,SEAD,Materiais de Expediente,Abaixo de 50 mil
1154,25.000.1808605.2020,SECRETARIA DE ESTADO DA SAÚDE,11/9/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (IPILIMUMABE 50MG/10ML) ,56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,"175.787,88",175787.88,Sep,2020,2020-09,SES,Compra de Medicamentos,Acima de 150mil
1155,25.000.2108513.2020,SECRETARIA DE ESTADO DA SAÚDE,11/9/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (NIVOLUMABE 10MG/ML FA 10 ML) ,56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,"166.468,80",166468.8,Sep,2020,2020-09,SES,Compra de Medicamentos,Acima de 150mil
1156,25.213.000638.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,11/9/2020,AQUISIÇÃO DE REAGENTES PARA ALA COVID-19.,07.936.090/0001-76 - BIOMED DIST. HOSP. E LABORATORIAL NOSSA SENHORA DA CONCEICAO LTDA,"70.006,84",70006.84,Sep,2020,2020-09,SES,Materiais de Expediente,Entre 50mil e 100mil
1157,25.213.000799.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,11/9/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA MANUTENÇÃO PREVENTIVA E/OU CORRETIVA DE EQUIP. HOSPITALARES,07.314.245/0001-32 - JOSE FRANCISCO DE MOURA FILHO - ME,"425.556,00",425556,Sep,2020,2020-09,SES,Conserto e Manutenção de equipamentos,Acima de 150mil
1158,25.239.000738.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,11/9/2020,PRODUTOS NUTRIÇÃO FORMULAS INFANTIS,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"15.105,75",15105.75,Sep,2020,2020-09,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
1159,15.000.000042.2020,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,14/09/2020,EQUIPAMENTOS PARA ESTRUTURAÇÃO DE AMBIENTES NAS OPM S DA PMPB PARA AUDIÊNCIAS/REUNIÕES VIRTUAIS ,11.118.769/0001-25 - BRILT COMERCIO E SERVICOS LTDA,"108.160,00",108160,Sep,2020,2020-09,PMPB,Serviços de TI,Entre 100mil e 150mil
1160,25.000.109585.2020,SECRETARIA DE ESTADO DA SAÚDE,14/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"66.567,96",66567.96,Sep,2020,2020-09,SES,Compra de Medicamentos,Entre 50mil e 100mil
1161,25.215.000102.2020,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,14/09/2020,SERVIÇO DE EXAMES DE ANÁLISES CLÍNICAS SEM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA,11.426.166/0001-90 - DIAGFARMA COMÉRCIO E SERVIÇOS DE PRODUTOS HOSPITALARES E LABORATORIAIS LTDA,"1.177.262,70",1177262.7,Sep,2020,2020-09,SES,Exame Hospitalar,Acima de 150mil
1162,25.216.001131.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,14/09/2020,SERVIÇO DE HEMODIÁLISE NOS PACIENTES DA ALA DE COVID-19,13.377.317/0001-93 - CTERT CENTRO DE TRATAMENTO ESPECIALIZADO RENAL E TRANSPLANTES S/S LTDA,"216.000,00",216000,Sep,2020,2020-09,SES,Exame Hospitalar,Acima de 150mil
1163,25.239.000747.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,14/09/2020,MATERIAL HOSPITALAR OPME,27.938.961/0001-06 - BEMMED DISTRIBUIDORA DE MATERIAL MEDICO HOSPITALAR EIRELI,"14.767,52",14767.52,Sep,2020,2020-09,SES,Material e Equipamentos Hospitalares,Abaixo de 50 mil
1164,25.000.109593.2020,SECRETARIA DE ESTADO DA SAÚDE,15/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MALEATO DE FLUVOXAMINA 100MG) ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"1.666,80",1666.8,Sep,2020,2020-09,SES,Compra de Medicamentos,Abaixo de 50 mil
1165,25.000.109594.2020,SECRETARIA DE ESTADO DA SAÚDE,15/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (APALUTAMIDA 60MG) ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"55.447,20",55447.2,Sep,2020,2020-09,SES,Compra de Medicamentos,Entre 50mil e 100mil
1166,25.000.109596.2020,SECRETARIA DE ESTADO DA SAÚDE,15/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MICOFENOLATO DE MOFETILA 500MG) ,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"140.400,00",140400,Sep,2020,2020-09,SES,Compra de Medicamentos,Entre 100mil e 150mil
1167,25.205.011114.2020,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,15/09/2020,SERVIÇO DE REALIZAÇÃO DE EXAMES DE LABORATÓRIO.,32.958.432/0001-04 - SLE SERVIÇO DE LABORATÓRIO ESPECIALIZADO LTDA,"104.571,00",104571,Sep,2020,2020-09,SES,Exame Hospitalar,Entre 100mil e 150mil
1168,25.234.000036.2020,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,15/09/2020,AQUISIÇÃO DE TESTE PARA DETECÇÃO DE HEMOGLOBINAS ATRAVÉS DA METODOLOGIA HPLC,04.040.450/0001-69 - NORDE-LAB COM.E REPRESENTACOES LTDA,"468.000,00",468000,Sep,2020,2020-09,SES,Exame Hospitalar,Acima de 150mil
1169,30.000.423358.2020,ENCARGOS GERAIS DO ESTADO,15/09/2020,LOCAÇÃO DE IMÓVEL COORDENADORIA REGIONAL DA PGE CAMPINA GRANDE,10.933.965/0001-90 - PONTO CONSTRUÇÕES EIRELI,"46.759,68",46759.68,Sep,2020,2020-09,EGE,Locação de Imóvel,Abaixo de 50 mil
1170,25.000.2808519.2020,SECRETARIA DE ESTADO DA SAÚDE,16/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (EVERLIMO 5MG) ,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"40.543,20",40543.2,Sep,2020,2020-09,SES,Compra de Medicamentos,Abaixo de 50 mil
1171,25.213.000821.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,16/09/2020,AQUISIÇÃO DE MEDICAMENTOS PARA ALA COVID-19,23.902.222/0001-03 - WILLIAM STEFANINI DE ALMEIDA - ME,"25.734,00",25734,Sep,2020,2020-09,SES,Compra de Medicamentos,Abaixo de 50 mil
1172,19.000.026536.2020,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO,17/09/2020,MOBILIÁRIO PARA COPAS E MESA EXPOSITIVA,38.292.862/0001-08 - DIAS CONSTRUCOES E SERVICOS LTDA,"14.915,00",14915,Sep,2020,2020-09,SEAD,Compra de material permanente,Abaixo de 50 mil
1173,25.239.000757.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,17/09/2020,AQUISIÇÃO DE MEDICAMENTOS,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","1.560,00",1560,Sep,2020,2020-09,SES,Compra de Medicamentos,Abaixo de 50 mil
1174,30.000.432543.2020,ENCARGOS GERAIS DO ESTADO,17/09/2020,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM AREIA,308.888.754-87 - LAURA CARDOSO MAIA,"15.000,00",15000,Sep,2020,2020-09,EGE,Locação de Imóvel,Abaixo de 50 mil
1175,32.000.800044.2020,SECRETARIA DE ESTADO DO DESENVOLVIMENTO DA AGROPECUÁRIA E DA PESCA,17/09/2020,SERVIÇOS DE CONTRATAÇÃO DE VIGILANCIA ARMADA,20.906.528/0001-31 - ÁTRIO SERVIÇOS DE SEGURANÇA PRIVADA EIRELI,"69.233,00",69233,Sep,2020,2020-09,SEDAP,Contratação de serviços em geral,Entre 50mil e 100mil
1176,25.205.011111.2020,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,21/09/2020,AQUISIÇÃO DE GASES MEDICINAIS PARA O ENFRENTAMENTO DO COVID 19,24.380.578/0018-27 - WHITE MARTINS GASES IND. DO NORDESTE LTDA,"755.815,80",755815.8,Sep,2020,2020-09,SES,Materiais de Expediente,Acima de 150mil
1177,28.000.000101.2020,PROJETO COOPERAR,21/09/2020,LOCAÇÃO DE IMÓVEL PARA REGIONAL DE SOLEDADE - PB.,909.644.704-20 - LUCELIO DE SOUSA SILVA,"18.000,00",18000,Sep,2020,2020-09,PROJETO COOPERAR,Locação de Imóvel,Abaixo de 50 mil
1178,24.000.003910.2020,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA,22/09/2020,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS NÃO PERECÍVEIS,21.391.428/0001-82 - COROA COMERCIO E FRACIONAMENTO DE CEREAIS LTDA EPP,"3.143.203,01",3143203.01,Sep,2020,2020-09,SEAP,Alimentação Hospitalar,Acima de 150mil
1179,25.000.109589.2020,SECRETARIA DE ESTADO DA SAÚDE,22/09/2020,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ENOXAPARINA SÓDICA 40MG/0,4ML) ",09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"3.814,20",3814.2,Sep,2020,2020-09,SES,Compra de Medicamentos,Abaixo de 50 mil
1180,25.000.608604.2020,SECRETARIA DE ESTADO DA SAÚDE,22/09/2020,"EMERG DE MED DIVER (VALSAR 320MG, CLORID DE NEBIV 05MG, ","15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","1.586,68",1586.68,Sep,2020,2020-09,SES,Compra de Medicamentos,Abaixo de 50 mil
1181,25.238.000007.2020R1,SES/HOSPITAL GERAL DE MAMANGUAPE,22/09/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA O FORNECIMENTO DE INSUMOS E EQUIPAMENTOS LABORATORIAIS,18.032.947/0001-40 - BRASILAB PRODUTOS E SERVIÇOS LABORATORIAIS LTDA,"26.000,00",26000,Sep,2020,2020-09,SES,Material e Equipamentos Hospitalares,Abaixo de 50 mil
1182,25.238.000050.2020,SES/HOSPITAL GERAL DE MAMANGUAPE,22/09/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO DE CENTRAL GERADORA DE OXIGÊNIO MEDICINAL  ,07.759.127/0001-38 - FULLTEC INDUSTIA COMERCIO MANUTENÇÃO DE EQUIPAMENTOS LTDA,"204.000,00",204000,Sep,2020,2020-09,SES,Contratação de serviços em geral,Acima de 150mil
1183,23.000.000008.2020,CORPO DE BOMBEIROS MILITAR DA PARAÍBA,23/09/2020,CONTRATAÇÃO DE ESCOLA DE AVIAÇÃO CIVIL  PARA FORMAÇÃO DE PILOTOS,15.867.999/0001-48 - PLANO DE VOO ESCOLA DE AVIACAO CIVIL LTDA,"187.000,00",187000,Sep,2020,2020-09,CBMPB,Contratação de serviços em geral,Acima de 150mil
1184,25.000.1109620.2020,SECRETARIA DE ESTADO DA SAÚDE,23/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"282.522,24",282522.24,Sep,2020,2020-09,SES,Compra de Medicamentos,Acima de 150mil
1185,25.000.1109622.2020,SECRETARIA DE ESTADO DA SAÚDE,23/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESILATO DE IMATINIBE 400 MG),44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"26.460,00",26460,Sep,2020,2020-09,SES,Compra de Medicamentos,Abaixo de 50 mil
1186,25.000.909532.2020,SECRETARIA DE ESTADO DA SAÚDE,23/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,"619.521,24",619521.24,Sep,2020,2020-09,SES,Compra de Medicamentos,Acima de 150mil
1187,25.239.000765.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,23/09/2020,MATERIAL HOSPITALAR OPME,05.267.928/0006-65 - GOLDMEDIC PRODUTOS MEDICOS HOSPITALARES LTDA - ME,"3.540,00",3540,Sep,2020,2020-09,SES,Material e Equipamentos Hospitalares,Abaixo de 50 mil
1188,26.201.008801.2020,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,23/09/2020,AQUISIÇÃO DE PROTÓTIPOS DE BALIZAS,08.103.118/0001-57 - QUALIFIBRA INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE FIBRAS LTDA,"46.550,00",46550,Sep,2020,2020-09,DETRAN,Obras e serviços de engenharia,Abaixo de 50 mil
1189,25.000.708533.2020,SECRETARIA DE ESTADO DA SAÚDE,24/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (TRIMETAZIDINA 35 MG) E CREME DE BARREIRA ,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","1.998,96",1998.96,Sep,2020,2020-09,SES,Compra de Medicamentos,Abaixo de 50 mil
1190,25.213.000748.2020R1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,24/09/2020,AQUISIÇÃO DE ÁLCOOL A 70% PARA ALA COVID-19.,07.936.090/0001-76 - BIOMED DIST. HOSP. E LABORATORIAL NOSSA SENHORA DA CONCEICAO LTDA,"14.580,00",14580,Sep,2020,2020-09,SES,Materiais de Expediente,Abaixo de 50 mil
1191,25.000.1109607.2020R1,SECRETARIA DE ESTADO DA SAÚDE,25/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RISPERIDONA 1MG/ML) ,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"18.000,00",18000,Sep,2020,2020-09,SES,Compra de Medicamentos,Abaixo de 50 mil
1192,25.203.001462.2020,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,28/09/2020,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS ,04.462.687/0001-38 - CHRISTIANNY MAROJA,"427.693,45",427693.45,Sep,2020,2020-09,SES,Alimentação Hospitalar,Acima de 150mil
1193,25.203.001525.2020,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,28/09/2020,CONTRATAÇÃO EMERG. DE EMPRESA ESPE. EM MANUT. PREV. E CORRE. DE EQUIP. E MÁQ. DE LAVANDERIA HOSP.,12.929.519/0001-38 - SERVPROL SERV.E COMERCIO DE PROD.MEDICOS LTDA ME,"45.000,00",45000,Sep,2020,2020-09,SES,Conserto e Manutenção de equipamentos,Abaixo de 50 mil
1194,25.213.000844.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,28/09/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE EXAMES LABORATORIAIS PARA ALA COVID-19.,09.199.878/0001-72 - LACIL - LABORATORIO DE ANALISES CLINICAS DR. ISAAC LORDAO LTDA,"65.459,50",65459.5,Sep,2020,2020-09,SES,Exame Hospitalar,Entre 50mil e 100mil
1195,25.000.1109611.2020,SECRETARIA DE ESTADO DA SAÚDE,29/09/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZINA 1200MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"4.507,20",4507.2,Sep,2020,2020-09,SES,Compra de Medicamentos,Abaixo de 50 mil
1196,25.239.000773.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,29/09/2020,NUTRIÇÃO HORTIFRÚTI,03.160.525/0001-82 - NORT FRUT EIRELI,"70.741,60",70741.6,Sep,2020,2020-09,SES,Alimentação Hospitalar,Entre 50mil e 100mil
1197,25.239.000775.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,29/09/2020,PRODUTO DE LIMPEZA,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"20.438,70",20438.7,Sep,2020,2020-09,SES,Outros,Abaixo de 50 mil
1198,25.213.000849.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,30/09/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM IMPRESSORAS MULTIFUNCIONAIS E MONOCROMÁTICAS,14.745.112/0001-86 - INFOPRINTER COMERCIO E SERVIÇOS LTDA - CNPJ,"38.016,00",38016,Sep,2020,2020-09,SES,Serviços de TI,Abaixo de 50 mil
1199,25.239.000782.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,30/09/2020,AQUISIÇÃO DE EQUIPAMENTOS DE COMBATE A INCENDIO,12.927.760/0001-28 - ASTECÊNCIO - COMÉRCIO DE EQUIPAMENTOS CONTRA INCÊNDIO LTDA,"6.216,50",6216.5,Sep,2020,2020-09,SES,Material e Equipamentos Hospitalares,Abaixo de 50 mil
1200,30.000.099850.2020,ENCARGOS GERAIS DO ESTADO,30/09/2020,1º ADITIVO AO CONTRATO 18/2020 - CASA DE SAÚDE DR. FRANCISCO BRASILEIRO,181.062.344-87 - ISOLDA AGRA CARIRI CAETANO,"300.000,00",300000,Sep,2020,2020-09,EGE,Contratação de serviços em geral,Acima de 150mil
1201,25.000.809602.2020,SECRETARIA DE ESTADO DA SAÚDE,1/10/2020,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL ,17.733.261/0001-13 - WMC TECNOLOGIA EM SAUDE IMPORTACAO E EXPORTACAO LTDA,"111.000,00",111000,Oct,2020,2020-10,SES,Suplementos e Leite Fórmula,Entre 100mil e 150mil
1202,25.220.000123.2020,SES/HOSPITAL DISTRITAL DE POMBAL,1/10/2020,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (CARNES) PARA ALA COVID-19,07.803.245/0001-04 - FRIGORIFICO SAO FRANCISCO EIRELI,"45.023,00",45023,Oct,2020,2020-10,SES,Alimentação Hospitalar,Abaixo de 50 mil
1203,21.204.000258.2020,SETDE/INSTITUTO DE METROLOGIA E QUALIDADE INDUSTRIAL DA PARAÍBA,2/10/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO.,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"4.800,00",4800,Oct,2020,2020-10,SETDE,Serviços de TI,Abaixo de 50 mil
1204,21.204.000275.2020,SETDE/INSTITUTO DE METROLOGIA E QUALIDADE INDUSTRIAL DA PARAÍBA,2/10/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS POSTAIS.,34.028.316/0019-32 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,"120.000,00",120000,Oct,2020,2020-10,SETDE,Contratação de serviços em geral,Entre 100mil e 150mil
1205,25.000.2108515.2020,SECRETARIA DE ESTADO DA SAÚDE,2/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","748,80",748.8,Oct,2020,2020-10,SES,Compra de Medicamentos,Abaixo de 50 mil
1206,25.000.2109541.2020,SECRETARIA DE ESTADO DA SAÚDE,2/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"198.250,00",198250,Oct,2020,2020-10,SES,Compra de Medicamentos,Acima de 150mil
1207,20.000.122726.2020,SECRETARIA DE ESTADO DA FAZENDA,5/10/2020,"SERVIÇOS DE CONFECÇÃO DE BARREIRAS ANTIVIRAIS, EM ACRÍLICO",41.122.714/0001-50 - IVANILDO MOREIRA PALITO-ME,"23.750,00",23750,Oct,2020,2020-10,SEFAZ,Obras e serviços de engenharia,Abaixo de 50 mil
1208,25.000.1109613.2020,SECRETARIA DE ESTADO DA SAÚDE,5/10/2020,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RIOCIGUATE 2,5MG)",18.459.628/0097-67 - BAYER S.A.,"184.537,92",184537.92,Oct,2020,2020-10,SES,Compra de Medicamentos,Acima de 150mil
1209,25.000.2004546.2020,SECRETARIA DE ESTADO DA SAÚDE,5/10/2020,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA REALIZAÇÃO  ,17.332.175/0001-07 - VIA DIAGNOSTICO LTDA,"550,00",550,Oct,2020,2020-10,SES,Contratação de serviços em geral,Abaixo de 50 mil
1210,25.000.2109540.2020,SECRETARIA DE ESTADO DA SAÚDE,5/10/2020,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (PÓ ISENTO DE FANILAMINA COM PROTEÍNAS,29.329.985/0001-85 - CENUTRI COMERCIO E SERVICOS DE NUTRICAO LTDA,"80.000,00",80000,Oct,2020,2020-10,SES,Suplementos e Leite Fórmula,Entre 50mil e 100mil
1211,25.000.2309540.2020,SECRETARIA DE ESTADO DA SAÚDE,5/10/2020,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (LIRAGLUTIDA 6,0MG/ML) ",04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"16.120,08",16120.08,Oct,2020,2020-10,SES,Compra de Medicamentos,Abaixo de 50 mil
1212,25.000.708534.2020,SECRETARIA DE ESTADO DA SAÚDE,5/10/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ESPIRONOLACTONA 100MG) ,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","232,20",232.2,Oct,2020,2020-10,SES,Compra de Medicamentos,Abaixo de 50 mil
1213,25.213.000851.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,5/10/2020,AQUISIÇÃO DE MATERIAIS DE HIGIENE GERAL/PESSOAL PARA A ALA COVID-19.,27.543.994/0001-49 - EMANUELLA DE ASEVEDO ANDRADE,"49.048,86",49048.86,Oct,2020,2020-10,SES,Outros,Abaixo de 50 mil
1214,25.220.000124.2020,SES/HOSPITAL DISTRITAL DE POMBAL,5/10/2020,AQUISIÇÃO DE HORTIFRUTIGRANJEIROS PARA USO EM REFEIÇÕES DA ALA COVID-19.,19.164.442/0001-00 - WESLEY EMANUEL SOARES NOGUEIRA,"47.180,00",47180,Oct,2020,2020-10,SES,Alimentação Hospitalar,Abaixo de 50 mil
1215,25.239.000790.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,5/10/2020,MATERIAL HOSPITALAR,"13.047.802/0001-07 - REDMED COMERCIO, SERVICOS E LOCACAO LTDA","63.355,04",63355.04,Oct,2020,2020-10,SES,Material e Equipamentos Hospitalares,Entre 50mil e 100mil
