Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,Valor_transformado
25.239.000080.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,5/2/2021,MATERIAL HOSPITALAR,09.390.408/0001-91 - DMAX - DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA. - EPP,"50.000,00",50000.00
30.000.009885.2021,ENCARGOS GERAIS DO ESTADO,5/2/2021,LOCAÇÃO DE IMÓVEL CENTRO DE ASSISTÊNCIA PSICOSSOCIAL DOS POLICIAIS MILITARES (CAPS) JOÃO PESSOA,21.289.200/0001-86 - GR4 ADMINISTRAÇÃO DE IMÓVEIS LTDA,"5.000,00",5000.00
30.000.104721.2021,ENCARGOS GERAIS DO ESTADO,5/2/2021,LOCAÇÃO DE IMÓVEL 14ª GERÊNCIA REGIONAL DE ENSINO EM MAMANGUAPE,044.603.514-98 - TAISE CAROLINE OLIVEIRA VERÍSSIMO,"2.500,00",2500.00
25.203.001653.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,6/2/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO PREV. E CORRETIVA DE REDE DE GASES,12.929.519/0001-38 - SERVPROL SERV.E COMERCIO DE PROD.MEDICOS LTDA ME,"42.000,00",42000.00
25.000.1011599.2021,SECRETARIA DE ESTADO DA SAÚDE,8/2/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.069.729/0001-09 - MEDICA COMERCIO REPRESENTACAO E IMPORTACAO LTDA,"5.400,00",5400.00
25.000.2112506.2021,SECRETARIA DE ESTADO DA SAÚDE,8/2/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (NIVOLUMABE 10MG/ML - FA 10ML) ,56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,"204.336,00",204336.00
25.000.2112513.2021,SECRETARIA DE ESTADO DA SAÚDE,8/2/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (CLADRIBINA 10MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"131.561,28",131561.28
25.000.411609.2021,SECRETARIA DE ESTADO DA SAÚDE,8/2/2021,CONT EMERG DE EMP P REAL DO EXAME DE BIOLOGIA MOLECULAR PAINEL CUSTOMIZADO ,06.069.729/0001-09 - MEDICA COMERCIO REPRESENTACAO E IMPORTACAO LTDA,"7.200,00",7200.00
25.239.000084.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,8/2/2021,MATERIAL HOSPITALAR OPME,12.305.398/0001-53 - INOVA - MATERIAIS CIRURGICOS E HOSPITALARES LTDA,"6.750,00",6750.00
25.239.000086.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,8/2/2021,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO EM OUTSOURCING,09.156.195/0001-38 - ALFAPRINT SOLUCOES LTDA,"194.088,80",194088.80
25.000.312607.2021,SECRETARIA DE ESTADO DA SAÚDE,9/2/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.069.729/0001-09 - MEDICA COMERCIO REPRESENTACAO E IMPORTACAO LTDA,"5.800,00",5800.00
25.206.000069.2021,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,9/2/2021,AQUISIÇÃO DE GÁS LIQUEFEITO DE PETRÓLEO,11.893.112/0001-35 - SOS GAS DISTRIBUIDORA LTDA,"23.250,00",23250.00
25.213.000090.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,9/2/2021,AQUISIÇÃO DE MATERIAIS PARA LABORATÓRIO DE ANÁLISES CLÍNICAS,07.936.090/0001-76 - BIOMED DIST. HOSP. E LABORATORIAL NOSSA SENHORA DA CONCEICAO LTDA,"29.152,69",29152.69
25.213.000091.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,9/2/2021,"AQUISIÇÃO DE REAGENTES, COM O FORNECIMENTO DE EQUIPAMENTOS LABORATORIAIS EM REGIME DE COMODATO",07.936.090/0001-76 - BIOMED DIST. HOSP. E LABORATORIAL NOSSA SENHORA DA CONCEICAO LTDA,"308.243,30",308243.30
26.201.013731.2021,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,9/2/2021,CONTRATO EMERGENCIAL PARA AQUISIÇÃO DE PAPEL A4,24.116.337/0001-27 - PAPELARIA E LIVRARIA PEDRO II LTDA - EPP,"87.000,00",87000.00
30.000.031970.2021,ENCARGOS GERAIS DO ESTADO,9/2/2021,LOCAÇÃO DE IMÓVEL 4ª DELEGACIA SECCIONAL DE POLÍCIA CIVIL EM CAMPINA GRANDE,079.831.264-50 - RAFAELA ABRANTES E SILVA,"1.613,00",1613.00
25.000.2011589.2021,SECRETARIA DE ESTADO DA SAÚDE,10/2/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,06.069.729/0001-09 - MEDICA COMERCIO REPRESENTACAO E IMPORTACAO LTDA,"5.400,00",5400.00
25.000.2201543.2021,SECRETARIA DE ESTADO DA SAÚDE,10/2/2021,EMERGENCIAL DE FÓRMULA INFANTIL (APTAMIL SOJA II 400GR) ,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,"794,10",794.10
25.000.2212556.2021,SECRETARIA DE ESTADO DA SAÚDE,10/2/2021,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS,24.499.337/0001-53 - ORTOTEC ORTOPEDIA TECNICA LTDA-ME,"2.100,00",2100.00
25.000.2801507.2021,SECRETARIA DE ESTADO DA SAÚDE,10/2/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"1.080.000,00",1080000.00
25.000.712535.2021,SECRETARIA DE ESTADO DA SAÚDE,10/2/2021,EMERGENCIAL DE MEDICAMENTO (OXIBUTINA 10MG) ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS,"745,20",745.20
25.213.000015.2021R1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,10/2/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS GRÁFICOS EM GERAL,03.351.997/0001-12 - CLEONÁCIO GOMES FEITOSA,"218.383,08",218383.08
25.215.000005.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,10/2/2021,CARNES E ASSEMELHADOS,26.290.355/0001-56 - LUCIELMA MARIA OLIVEIRA DA SILVA - EPP,"1.362.792,00",1362792.00
25.216.001957.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,10/2/2021,CONTRATAÇÃO DE SERVIÇO DE DOSIMETRIA INDIVIDUAL EM CARÁTER EMERGENCIAL,87.389.086/0001-74 - PRO-RAD CONSULTORES EM RADIOPROTECAO S/S LTDA,"18.087,30",18087.30
25.215.000014.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,11/2/2021,GÁS LIQUEFEITO DE PETRÓLEO,11.893.112/0001-35 - SOS GAS DISTRIBUIDORA LTDA,"60.000,00",60000.00
25.215.000017.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,11/2/2021,AQUISIÇÃO DE INSUMOS PARA CME,04.099.366/0001-10 - W FELIPE DA SILVA,"430.204,25",430204.25
25.239.000088.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,11/2/2021,MATERIAL HOSPITALAR,26.603.680/0001-21 - MORAMED MANUTENCAO E VENDA DE ACESSORIOS MEDICO HOSPITALAR LTDA,"33.968,00",33968.00
30.000.055399.2021,ENCARGOS GERAIS DO ESTADO,11/2/2021,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM INGÁ,185.833.004-10 - SUELI DE OLIVEIRA SILVA CORREIA,"1.000,00",1000.00
25.000.1311556.2021,SECRETARIA DE ESTADO DA SAÚDE,12/2/2021,CONTRATAÇÃO DE EMPRESA,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"37.500,00",37500.00
25.239.000089.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,12/2/2021,MATERIAL MANUTEÇÃO,38.320.250/0001-81 - AYSLER JUNIO ALVES DIAS 13597474438,"6.306,00",6306.00
25.000.712534.2021,SECRETARIA DE ESTADO DA SAÚDE,15/02/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"94.174,08",94174.08
25.220.000051.2021,SES/HOSPITAL DISTRITAL DE POMBAL,15/02/2021,PRESTAÇÃO DE SERVIÇOS EXAMES LABORATORIAIS DA ALA COVID-19,24.417.452/0001-31 - JANAINA SIQUEIRA DE SOUTO EIRELI,"86.345,00",86345.00
25.237.000036.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),15/02/2021,SERVIÇO DE VIGILÂNCIA NÃO ARMADA,40.729.834/0001-57 - JD SERVIÇOS DE RECEPÇÃO E APOIO LTDA,"165.000,00",165000.00
25.239.000092.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,15/02/2021,AQUISIÇÃO DE ACESSORIO PARA MONITOR MULTIPARAMETRO,07.552.997/0002-12 - PROMEDICA - COMERCIO E ASSISTENCIA TECNICA MEDICA LTDA,"38.587,60",38587.60
30.000.025503.2021,ENCARGOS GERAIS DO ESTADO,15/02/2021,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM SANTA LUZIA,023.172.814-04 - IVETE DE MEDEIROS BRITO,"1.100,00",1100.00
25.205.011369.2021,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,16/02/2021,DISPENSA MÁSCARAS,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","85.000,00",85000.00
25.216.000007.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,16/02/2021,SERVIÇO DE MANUTENÇÃO EM MÁQUINAS E EQUIPAMENTOS MÉDICOS HOSPITALARES EM CARÁTER EMERGENCIAL,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA - ME,"298.752,00",298752.00
25.000.1605561.2021,SECRETARIA DE ESTADO DA SAÚDE,17/02/2021,CONTRATAÇÃO DE INSTITUIÇÃO PARA REALIZAÇÃO DO CURSO DE FORMAÇÃO EM TERAPIA COMUNITÁRIA INTEGRATIVA,02.168.943/0001-53 - FUND. DE EDUC. TEC. E CULTURAL DA PARAIBA (FUNETEC-PB),"245.725,00",245725.00
25.000.2801506.2021,SECRETARIA DE ESTADO DA SAÚDE,17/02/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DAPAGLIFLOZINA + CLORIDRATO DE METFORMINA 5/1000MG) ,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"1.404,00",1404.00
25.000.411505.2021,SECRETARIA DE ESTADO DA SAÚDE,17/02/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,17.927.970/0001-30 - TRANSVIDA SERVIÇOS DE FORN. DE INFRA-EST. DE APOIO E ASSIST. A PAC. NO DOMICILIO EIRELI,"128.700,00",128700.00
25.215.000010.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,17/02/2021,AQUISIÇÃO DE PÃES E FARINÁCEOS,05.672.519/0001-30 - PADARIA PONTES LTDA-ME,"46.074,00",46074.00
25.215.000018.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,17/02/2021,AQUISIÇÃO DE DIETAS ENTERAIS,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"396.213,00",396213.00
25.220.000062.2021,SES/HOSPITAL DISTRITAL DE POMBAL,17/02/2021,AQUISIÇÃO DE ANTIBIÓTICOS DA ALA COVID-19,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"28.462,40",28462.40
25.220.000063.2021,SES/HOSPITAL DISTRITAL DE POMBAL,17/02/2021,AQUISIÇÃO DE ESTIMULANTES DA ALA COVID-19,23.902.222/0001-03 - WILLIAM STEFANINI DE ALMEIDA - ME,"11.612,00",11612.00
25.220.000064.2021,SES/HOSPITAL DISTRITAL DE POMBAL,17/02/2021,AQUISIÇÃO DE OUTRAS MEDICAÇÕES DA ALA COVID-19,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"59.053,50",59053.50
25.220.000065.2021,SES/HOSPITAL DISTRITAL DE POMBAL,17/02/2021,AQUISIÇÃO DE PSICOTRÓPICOS DA ALA COVID-19,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"31.058,20",31058.20
25.237.000011.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),17/02/2021,EMPRESA ESPECIALIZADA EM ENGENHARIA CLÍNICA,23.384.632/0001-00 - MARIA APARECIDA SANTOS DA SILVA COMERCIO ME,"510.000,00",510000.00
25.237.000047.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),17/02/2021,AQUISIÇÃO DE POLPAS DE FRUTAS,19.502.091/0001-91 - J. J. DISTRIBUIDORA DE ALIMENTOS LTDA,"28.666,00",28666.00
25.237.000049.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),17/02/2021,AQUISIÇÃO DE INSUMOS DE HORTIFRUTIGRANJEIROS ,19.502.091/0001-91 - J. J. DISTRIBUIDORA DE ALIMENTOS LTDA,"117.238,80",117238.80
25.239.000093.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,17/02/2021,AQUISIÇÃO DE MEDICAMENTOS,31.687.514/0001-90 - JORGE LUIZ ULISSES DE MIRANDA SOARES FILHO COMERCIO DE MEDICAMENTOS,"57.210,00",57210.00
25.239.000096.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,17/02/2021,AQUISIÇÃO DE EPIS´S ,30.563.069/0001-94 - LIMP VIVA COMERCIO VAREJISTA DE MATERIAL DE LIMPEZA LTDA,"35.968,00",35968.00
25.213.000075.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,18/02/2021,LOCAÇÃO DE USINA DE PRODUÇÃO DE GASES MEDICINAIS (OXIGÊNIO E AR COMPRIMIDO),03.259.614/0001-80 - R.C. COMERCIO GASES E EQUIPAMENTOS LTDA-ME,"90.000,00",90000.00
25.229.000001.2021,SES/HOSPITAL REGIONAL WENCESLAU LOPES - PIANCO,18/02/2021,LOCAÇÃO DE USINA DE OXIGÊNIO E CENTRAL DE AR MEDICINAL DESTINADOS AOS PACIENTES COVID-19.,08.778.268/0031-86 - PHARMAGAS COMERCIO SERVICOS IMPORTACAO E EXPORTACAO LTDA,"168.000,00",168000.00
25.229.000002.2021,SES/HOSPITAL REGIONAL WENCESLAU LOPES - PIANCO,18/02/2021, LOCAÇÃO DE EQUIPAMENTO DE GASOMETRIA SANGUINEA E REALIZAÇÃO DE EXAMES EM PACIENTES COVID-19,08.778.268/0031-86 - WEBMED SOLUÇÕES EM SAÚDE EIRELI,"47.400,00",47400.00
25.240.000016.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,18/02/2021,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR DESTINADA AO COMBATE AO COVID-19,26.436.406/0001-05 - CENTRAL DAS FRALDAS DISTRIBUIDORA LTDA,"677.618,00",677618.00
22.000.002259.2021,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,19/02/2021,AQUISIÇÃO DE PRODUTO PARA SANITIZAÇÃO E DESINFECÇÃO PREDIAL. (DESINFETANTE A BASE DE QUATERNÁRIO DE AMONIA+BIGUANIDA,21.207.593/0001-31 - ALANE COSTA DE BRITO - ME,"368.520,00",368520.00
22.000.002636.2021,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,19/02/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"5.949.100,00",5949100.00
25.000.501575.2021,SECRETARIA DE ESTADO DA SAÚDE,19/02/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA INSTALAÇÃO DE 78 PONTOS DE GASES MEDICINAIS ,12.929.519/0001-38 - SERVPROL SERV.E COMERCIO DE PROD.MEDICOS LTDA ME,"181.740,00",181740.00
25.213.000024.2021R1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,19/02/2021,AQUISIÇÃO DE MATERIAIS ORTOPÉDICOS,41.249.434/0001-07 - PROSMED PRODUTOS MÉDICOS COMÉRCIO LTDA,"494.678,33",494678.33
25.215.000001.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,19/02/2021,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO,36.898.820/0001-90 - PREMIUM DISTRIBUIDORA DE MATERIAIS DEESCRITORIO E LIMPEZA LTDA,"609.911,29",609911.29
25.215.000011.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,19/02/2021,AQUISIÇÃO DE MEDICAMENTOS ANTIMICROBIANOS,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"3.000.040,80",3000040.80
25.215.000015.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,19/02/2021,AQUISIÇÃO DE INSUMOS PARA LAVANDERIA COM COMODATO DE EQUIPAMENTOS,09.647.712/0001-71 - NEW CLEAN INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA EIRELI,"135.463,20",135463.20
30.000.294547.2021,ENCARGOS GERAIS DO ESTADO,19/02/2021,LOCAÇÃO DE IMÓVEL ANEXO ADMINISTRATIVO DO COMPLEXO PEDIÁTRICO ARLINDA MARQUES,690.050.284-91 - CLAÚDIO D ' AVILA LINS FILHO,"4.500,00",4500.00
25.000.1201522.2021,SECRETARIA DE ESTADO DA SAÚDE,22/02/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DE SERVIÇOS ,10.757.876/0001-30 - SR PRODUTOS MEDICOS LTDA,"1.346.850,00",1346850.00
25.000.1501533.2021,SECRETARIA DE ESTADO DA SAÚDE,22/02/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PIRFENIDONA 267MG) ,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"244.782,00",244782.00
25.000.2801505.2021,SECRETARIA DE ESTADO DA SAÚDE,22/02/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"185.346,09",185346.09
25.000.2901583.2021,SECRETARIA DE ESTADO DA SAÚDE,22/02/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DESVENLAFAXINA 100MG),11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"725,40",725.40
25.000.712537.2021,SECRETARIA DE ESTADO DA SAÚDE,22/02/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (EVEROLIMO 5MG),11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"39.816,00",39816.00
25.213.000057.2021R1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,22/02/2021,AQUISIÇÃO DE MATERIAIS DE HIDRÁULICOS,40.953.200/0001-83 - CONSTRUCENTER LTDA,"21.890,90",21890.90
25.215.000039.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,22/02/2021,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR - CÂNULAS,05.932.624/0001-60 - MEGAMED COMERCIO LTDA,"11.463,40",11463.40
30.000.415789.2021,ENCARGOS GERAIS DO ESTADO,22/02/2021,LOCAÇÃO DE IMÓVEL CENTRO ESP. DE DISPENSAÇÃO DE MEDICAMENTOS EXCEPCIONAIS - CEDMEX,203.324.084-34 - ELIANA COSTA DE LACERDA,"5.888,00",5888.00
25.237.000006.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),23/02/2021,LAVANDERIA HOSPITAR À QUILOGRAMA,"20.546.182/0002-99 - SERVBRASIL SOLUCOES EM ALIMENTACAO, LIMPEZA E LAVANDERIA LTDA","620.100,00",620100.00
25.239.000100.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,23/02/2021,MATERIAL DE EXPEDIENTE,24.116.337/0001-27 - PAPELARIA E LIVRARIA PEDRO II LTDA - EPP,"90.300,00",90300.00
30.000.435151.2021,ENCARGOS GERAIS DO ESTADO,23/02/2021,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM BONITO DE SANTA FÉ,981.179.984-91 - MARIA DO CARMO PEREIRA DE SOUSA DANTAS,"830,00",830.00
25.213.000111.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,24/02/2021,AQUISIÇÃO DE HORTIFRUTIGRANJEIROS,31.860.198/0001-07 - THIAGO GOMES BARBOSA COMERCIO,"94.699,70",94699.70
25.215.000007.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,24/02/2021,AQUISIÇÃO DE SOLUÇÕES PARENTERAIS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"214.992,50",214992.50
25.215.000040.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,24/02/2021,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"147.626,91",147626.91
31.901.002217.2021,SECTMA/FUNDO ESTADUAL DE PROTEÇÃO AO MEIO AMBIENTE,24/02/2021,CONTRATAÇÃO BOLSISTAS FAPESQ,41.134.719/0001-00 - FUNDACAO DE APOIO A PESQUISA DO EST.DA PARAIBA,"1.303.528,00",1303528.00
25.205.011404.2021,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,25/02/2021,SERVIÇO E MANUTENÇÃO DE AR CONDICIONADO,20.182.641/0001-11 - ARILSON DA SILVA SANTANA-ME,"164.400,00",164400.00
25.206.000097.2021,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,25/02/2021,AQUISIÇÃO MATERIAL MÉDICO E HOSPITALAR (TÊXTEIS E EPI),01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"269.130,00",269130.00
25.206.000098.2021,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,25/02/2021,AQUISIÇÃO DE MEDICAMENTOS ANTIMICROBIANOS ,08.778.201/0001-26 - DROGAFONTE LTDA,"117.829,40",117829.40
25.213.000109.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,25/02/2021,"AQUISIÇÃO DE RECARGAS DE OXIGÊNIO E AR COMPRIMIDO MEDICINAL, COM CILINDROS EM REGIME DE COMODATO",22.769.247/0001-00 - THAIS DE OLIVEIRA BRANDÃO - ME,"122.400,00",122400.00
25.213.000112.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,25/02/2021,AQUISIÇÃO DE GÁS LIQUEFEITO,03.434.985/0001-51 - MANOEL ALCINDO DE ANDRADE,"47.050,00",47050.00
25.215.000009.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,25/02/2021,AQUISIÇÃO DE POLPA DE FRUTAS,23.265.304/0001-86 - EZEQUIAS VIEIRA DA SILVA ME,"60.144,60",60144.60
25.215.000016.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,25/02/2021,AQUISIÇÃO DE HORTIFRUTIGRANJEIROS,32.272.266/0001-80 - RAIMUNDO CARVALHO DE ALENCAR NETO 07794079462,"265.223,82",265223.82
25.237.000034.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),25/02/2021,AQUISIÇÃO DE MATERIAL DESCARTÁVEL ,24.085.444/0001-35 - ALAN RUDNEY CABRAL DE LIMA,"164.668,10",164668.10
25.237.000050.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),25/02/2021,AQUISIÇÃO DE CARNES E ASSEMELHADOS,19.502.091/0001-91 - J. J. DISTRIBUIDORA DE ALIMENTOS LTDA,"276.890,00",276890.00
25.237.000057.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),25/02/2021,LOCAÇÃO DE PONTO ELETRÔNICO ,17.018.554/0001-19 - VLADMIR DE MATOS LEITÃO - ME,"1.077,00",1077.00
25.237.000063.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),25/02/2021,AQUISIÇÃO DE ALIMENTOS NÃO PERECÍVEIS,19.502.091/0001-91 - J. J. DISTRIBUIDORA DE ALIMENTOS LTDA,"165.445,00",165445.00
25.237.000083.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),25/02/2021,AQUISIÇÃO DE MATERIAL DE HIGIENE E LIMPEZA,21.318.384/0001-65 - J.T.A. COMERCIO DE ARTIGOS DESCARTAVEIS LTDA,"278.860,35",278860.35
25.239.000101.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,25/02/2021,AQUISIÇÃO DE INSUMOS CME,02.975.570/0001-22 - DIET FOOD NUTRIÇÃO LTDA,"3.418,50",3418.50
25.239.000102.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,25/02/2021,AQUISIÇÃO DE INSUMOS CME,07.778.725/0001-54 - EQUIPMED COMÉRCIO DE PRODUTOS MÉDICOS E SERVIÇOS DE MANUTENÇÃO EM MÁQUINAS E APARELHOS LTDA,"3.000,00",3000.00
30.000.267795.2021,ENCARGOS GERAIS DO ESTADO,25/02/2021,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM DAMIÃO,148.436.658-19 - ANTONIEL GOMES DOS SANTOS,"600,00",600.00
19.000.001488.2021,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO,26/02/2021,DISPENSA - SERVIÇO DE INSTALAÇÃO DE AR,40.964.157/0001-51 - JOAO SIMOES DO CARMO - ME,"600,00",600.00
25.237.000066.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),26/02/2021,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,24.085.444/0001-35 - ALAN RUDNEY CABRAL DE LIMA,"42.108,95",42108.95
25.237.000077.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),26/02/2021,AQUISIÇÃO DE ÁGUA MINERAL SEM GÁS COM 20 LITROS,03.977.181/0001-07 - PLATINA MINERAL LTDA,"32.500,00",32500.00
25.239.000103.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,26/02/2021,MATERIAL HOSPITALAR OPME,12.305.398/0001-53 - INOVA - MATERIAIS CIRURGICOS E HOSPITALARES LTDA,"53.061,75",53061.75
25.207.000057.2021,SES/COMPLEXO DE SAÚDE DE GUARABIRA,1/3/2021,CONTRATAÇÃO DE SERVIÇO DE DEDETIZAÇÃO,06.039.211/0001-14 - KATARINE AMERICA LIMA - ME,"7.800,00",7800.00
